text,label
just trynna have bad bitch come thru,1
"who fuck callin jiggaboo, nigga?!",0
damn joe buck just making sound like greinke trash when played royals. chill out joe.,2
these hoes am not loyal,1
done yankees,2
lmao! whore life bad day better than any good day have ever had. fuck day bitch haha,1
"after kuroda gave his all putting up career numbers but getting no run support, yankees do not deserve get into world series",2
rt vintage mickey,2
"just cuz looked does not mean likes you, hoe",1
rt pussy never yours just your turn remember .,1
"nahh , whatever spook spic, still do not like . good day",0
rt your voice mail little bitch ass nigga,1
burritos trash,2
bitches bow down,1
rt nah hate white people now since looks like dyke rt think just ended racism,0
your cunt,0
rt nig,0
best friend loves justin beiber what fag,0
wasp angry legend. beat into squishy pulp!!,2
rt somewhere world some bitch ordering roses herself so she does not look like lonely bitch office,1
republican teabaggers should jailed treason..,2
"rt not just cause hoes, go jail cause fucking up hoes bloody n making them call head honcho",0
rt funny how people who take their fantasy sports leagues very seriously celebrated while those who play dampd mock,2
"charlie brown christmas story rudolph, but only because island misfit toys.",2
rt any favorites off yellow album ?all,2
"also bird, city, math theorem. make no assumptions!",2
"cannot tell shit, cuz ion care bitch.",1
ahah fucking queer kill urself,0
rt pillow talking too yo hoe hating nigga fuck around loose ya hoe like,0
"1 otakon badge, now what am going lovingly refer cripple ribbon.",1
im telling man! rt roethlisberger got his record expunged became trash.,2
rt because hillbillies like sports to..,2
rt black americans worse off under bho well researched article..bound elicit cries uncle tom,2
no this little hood bitch did not just try take task joking niece about not being lesbian. ch! gtgt,1
best asian massage brooklyn park slope top rated spa 7186220221 24,2
majority hoes think your shit do not stink.,1
"4 old hoes, ponk, dyke outchea having girl talk",0
fuck u nigger,0
yankees never have someone wear single digit uniform again after this season wow. shows epic organization,2
"so they could complain about racial profiling am sure, bloody twats",1
rt fucking queer,0
mention why being called nigger wrongwitch agree amp bossy wrong.but being called pimp still ok?,0
no these only whites pies. well do have any negro pies?,0
am not shit like fucking another nigga bitch askin her who pussy this she say yours lmao no bitch im stealing this pussy lol,0
cousin why there bird your screen twitter cousin poke facebook,2
lmaoo sayin this same statement last year rt boozer trash bro am done!!,2
thursdays really been trash this season,2
when hollywood underwood took his shirt off started screaming dark hah like horror movie nips!,2
overdosing heavy drugs does not sound bad tonight. do pussy shit every day.,2
love charlie,2
5am whizzing crackers! cats got into amp now playing hockey them. lol.,2
nvm thought were talking fifa sorry matt not trash zombies,1
rt remember yellow badge nazis used? israel making muslim women carry yellow badge order pray alaqsa. h,0
knows yall white folk only playin wit me. colored knows place,0
am guessing so. players talking trash.,2
us white trash.,0
"gotta love when islamofascist cow tries make retort about age, typical muzzie idiocy",0
gobble de gook,2
still trash,1
rt hell nah bitch,1
ga charlie,2
got good credit. so bitch credit gotta match mine,1
im just gettin started oh yeah got bitch,1
bravo..quality trash,2
know why ultimate warrior died? god loves fag ? antigay crusader so little light jokes necessary,0
being overrun mongrels because zog jews run our countries want white man perish.,0
rt travis always tl being ghetto,2
rt stupid fucking nigger lebron. flopping stupid jungle bunny monkey faggot.,0
if posted pics everything do life yall hoes would fall love !do not kill em channing,1
rt rt if like bmth adtr ptv ymas sws atl omampm aa miw btf wcar mcr afi pe bvb wim bc ss cte nsn gd watic aa! bfmv fob f,2
rt bitches tweets like.. wanna suck some dick then like.. chill just song! bitch what song,1
your tits may better looking but her face makes like asian latina tranny,0
can make bitch cheat up four points scale 1 10,1
yall know what am thankful for.. ya bitch lmaoo sister funny,1
"favorite dumb bitch, who just posted pic not sure she should have not!",1
full white trash.,0
rt friday 6pm vivek balk bengali harlem amp lost histories south asian america,2
rt remember all trash floor your car? upgraded amp put wales gifted so feels like your old car htt,2
mayweather pussy hes only winning cus picks his fight picks nobody fighters .,0
manual labor so trash,2
reason shelby hates sandwiches because queer.,0
rt if like after romeo chances think faggot.,0
lakers purple yellow garbage can,2
rt so tony think yr rude little cunt too too young even know what real rock rol,0
understand look like real life dyke right? like look like wnba dyke bro. sports bra amp bball shorts wearing dyke,0
how many fuckin fags did even get? shouldnt allowed into wallet whilst under influence haha,0
this bitch buys sparkling water.,2
im tokyo but get higher than jet. killing these dog ass hoes had send em vet! produced,1
waiting this wetback sycksyllables,0
"rt new game but understand it, first rule soccer whichever team acts more like bitch shall awarde",1
espn keep hiring these dyke bitches gay spanish niggas talk sports,0
"gt get past boot camp, go active few years, see what really do daily liberal pussy",0
making sure if ok bitches,1
"rt hate bitch think she shit, bitch basic fuck",1
rt atlanta rt houston so many trash drivers,2
looks if federal gun laws proposed this week lack . hope crowd choke crow.,2
rt momma dee am not loyal. am not pose tell his main bitch bout his side bitches,1
owe two hoe do not wanna hear shit when hyu,1
"old bitter,salty ass niccas make flesh crawl off bones! such bitches are!",0
flappy bird instead studying? sounds great.,2
"shut fuck up, fucking trash nigga, work another ring",0
rt charlie sheen engaged porn star. cannot only one thinking she can do lot better.,2
just learned how many retards can find when search trending topics.,0
roid rage much faggot?,0
"bro , heard slaughter songs .. they all trash .. they just freestylers",2
shut up stupid bitch,0
mike calls tbird,2
rt how bitches when soccer players take their shirt off..,1
everybody fucking everybody bitch everybody shit ..that life,1
lol all kids act redneck oviedo,1
rt hoes need stop dressing yall kids migos rappers yall fucked. lil nigga just wanted power ran,0
youre fag,0
"rt wow, did not just call them bitches, what could see looked like brady told crowd fck you, bitches! ..",1
"rt peppers slant geniuscrazy call. genius if catches it. crazy if drops it, then blow to, then get sack",2
happy birthday this fag!,1
am not bitch so lil bitch why bitchin,1
rt know shes dyke when she asks mens golf clubs,0
oh am lame but yo pussy ass did not show up fuck u talking bout oh scary ass white boy,0
shut up chink.!!,0
am not finna sleep bitch 8 oclock when finish noddin meet top,1
advice day if your tranny..go fuck your self!,0
just need yankees win pennant!,2
yall shut upp make bitch,1
"rt got 99 problems bitch heard call her bitch, so now have 100.",1
looks over oomf rt does pretending have no bitches really work nah?,1
"turn entire fuck up, hoes!!",1
sonnen faggot,0
rt this nigger tattoo show horrible,0
long hair does not cover up your redneck,2
one less little nigger would grow up into big nigger.,0
yeah sucks just like other fags who are.. oh nevermind there no fags,0
only white trash watch football.,0
"rt fairy fun losing her wings does not mean there not other ways fly? ,",2
man cannot stop looking this hoe twerking facebook,1
rt ching chong,0
who dis crack ass cracker,0
norbit mad bitch lmfaoo,1
"shine them hoes, let em know run shit !",1
"so favorite nigger work plantation just remember next time, ask watermelon. dont steal it.",0
"nations know who are, but rather real niggers amp bad bitches.",0
rt have agree charlie spot on..,2
"this one night tripping off brownies put running shoes still pjs, 2am !",2
niggas so fucking gay.. they try cancel out saying nah were bros cool nahhaahahahaha faggot bruh,0
indiana lost bowling green. big ten continues trash.,2
rt get this bitch out house,1
got faggot,0
saw there 15 slope wire? enough zipline?,2
ho ho ho.,2
know u didnt hit jigga fav purse. .. no chill!,2
"go pray church something fag, no one cares about your religious bullshit.",0
rt charlie strong took longhorn logos off his players helmets they have earn back.,2
who wouldve known jesusll come back ghetto level thorough like black heroine.,2
not allowed play flappy bird around grandma because she swears stop swearing lol,2
what this chinks email? am moving china slicing his throat,0
fuck up bitch get out mi house,1
rt rt if listen these bands a7x ptv sws atl bvb adtr bmth ymas fob aa blink 182 tdg ss fir mcr follow amp everyon,2
nah bc am bad bitch,1
what so good about prom? all see another faggot ass high school dance.,0
ok so not all shows cartoon network complete trash. stevm universe awwesomee,2
"they want what got, want what they got, america.they got word nigger, want",0
bet think nochill savage huh. fucking faggot,0
some rednecks just raced down freeway gte,1
people fucking retarded lol,0
rt oh goodness do hate chinese people. fucking zipperheads,0
soon fuck backtrack cannot wait because fuck those faggots.,0
"shit what up then hoes do both hoe, am pretty sure u not level",1
rt am so pleased proud have been announced sole curator soundtrack mockingjay part 1,2
